user,location,created_at,text,text_en
Meagankerckhove,"Brugge, België",Sat Oct 19 16:30:27 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
AklLokesh," Thanjavur,Tamil Nadu, India",Sat Oct 19 16:30:34 +0000 2019,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…
vijaykumar05080,Theni,Sat Oct 19 16:30:52 +0000 2019,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…
4Players,Hamburg,Sat Oct 19 16:30:54 +0000 2019,"Franck Ribery ist unzufrieden mit seiner Darstellung in FIFA 20 - und Konami reagiert.
➡️ https:\/\/t.co\/INqrSi6cfZ… https:\/\/t.co\/ATRuvP6l6y","Franck Ribery is unhappy with his performance in FIFA 20 - responding and Konami.
➡️ https: \ / \ / t.co \ / INqrSi6cfZ ... https: \ / \ / t.co \ / ATRuvP6l6y"
InmateSnazzy,"Nairobi, Kenya",Sat Oct 19 16:31:10 +0000 2019,@PlayStation @PlayStation  nice guys .. can you do a #FIFA20  one too?? .. the 30+% off like nfl?,@PlayStation @PlayStation  nice guys .. can you do a #FIFA20  one too?? .. the 30+% off like nfl?
PIEMONTECALCIOj,,Sat Oct 19 16:31:14 +0000 2019,今期のアウェイユニフォーム‼️#FIFA20 https:\/\/t.co\/QT6SGZIdJi,The current fiscal year of the away uniform! ️ # FIFA20 https: \ / \ / t.co \ / QT6SGZIdJi
candres1021,"Quito, Ecuador",Sat Oct 19 16:31:23 +0000 2019,"RT @EASPORTSFutbol: No hay lugar para el racismo en el fútbol. #NoRoomForRacism @premierleague 

Los kits estarán pronto disponibles en #FI…","RT @EASPORTSFutbol: No place for racism in football. #NoRoomForRacism @premierleague

The kits will soon be available at # FI ..."
utd_fanpage,,Sat Oct 19 16:31:36 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
lol_amh,ID: PS4 = *****,Sat Oct 19 16:31:36 +0000 2019,"RT @NF_519: سحب على لعبة فيفا 20 او قيمتها ( لمتابعيني فقط )
الشروط ؛
- رتويت للتغريده 
- متابعه @abodixxi
السحب من الرتويت والمنشن بالتوفي…","RT @ NF_519: pull on the FIFA 20 game or worth (for my followers only)
the conditions ;
- Rthuit of its note
- Follow-up @abodixxi
Clouds of Alrthuit and Almenchen Baltovi ..."
PIEMONTECALCIOj,,Sat Oct 19 16:31:48 +0000 2019,今期のサードユニフォーム‼️#FIFA20 https:\/\/t.co\/XxfLVgfQhc,The current fiscal year of the third uniform! ️ # FIFA20 https: \ / \ / t.co \ / XxfLVgfQhc
Mhndsin,"جدة, المملكة العربية السعودية",Sat Oct 19 16:31:50 +0000 2019,"ارتورو فيدال السنة هذه ممتاز مع القيمبلاي
#فيفا20
#FiFA20 https:\/\/t.co\/Mif7ZznW0r","Arturo Vidal this year with excellent Agaympelaa
FIFA # 20
# FiFA20 https: \ / \ / t.co \ / Mif7ZznW0r"
mfmaxpower,,Sat Oct 19 16:32:03 +0000 2019,@NepentheZ @ultimatefifa @EASPORTSFIFA My dream is for a FIFA meta in which everyone isn't forced to play FBs on st… https:\/\/t.co\/1R9YjHdV9H,@NepentheZ @ultimatefifa @EASPORTSFIFA My dream is for a FIFA meta in which everyone isn't forced to play FBs on st… https:\/\/t.co\/1R9YjHdV9H
fifafanstv,Uruguay,Sat Oct 19 16:32:35 +0000 2019,"Nos falta  muy poco parar alcanzar los 15K Suscriptores !  suscribirte si todavía no lo hiciste, ya casi Llegamos !… https:\/\/t.co\/kHV6jvjxe4","We need very little to stop reach 15K subscribers! subscribe if you have not already, we're almost there ... https: \ / \ / t.co \ / kHV6jvjxe4"
jona_latino88,,Sat Oct 19 16:32:38 +0000 2019,#Fifa20 #Ps4  #PS4share https:\/\/t.co\/tvIIq9Z63M,#Fifa20 #Ps4  #PS4share https:\/\/t.co\/tvIIq9Z63M
daniflowcod,,Sat Oct 19 16:32:56 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
Jelly_Pichu,,Sat Oct 19 16:33:01 +0000 2019,"RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…","RT @ZidanesGlory: Giveaway!

Win 12.000 fifa points or the paypal value (€100)

Rt and follow me
Tag friends for 2x chance of winning.…"
MidnightRushHD,"Indiana, USA",Sat Oct 19 16:33:02 +0000 2019,"It's Delay Champs Time! 

#Fifa20

https:\/\/t.co\/Uwh2nWOtJn","It's Delay Champs Time! 

#Fifa20

https:\/\/t.co\/Uwh2nWOtJn"
h9t2m,あさひかわ,Sat Oct 19 16:33:02 +0000 2019,"fifa20初のウィーケンの結果。
なんとかゴル3。。。","fifa20's first result of Wiken.
Somehow Gol 3. . ."
Arnom_Esport,"Fontenay-Trésigny, France",Sat Oct 19 16:33:04 +0000 2019,"RT @InkLowsF20: Bonsoir ! Je me lance dans ce petit projet, j'ouvre un discord, sans prise de tête, où le but est le partage, la bonne ambi…","RT @ InkLowsF20: Good evening! I go into this little project, I open a discord, without the fuss, where the goal is to share the good ambi ..."
Lallanun20Ranze,↓超可愛いLinaちゃんのアカ! Очень Милая!!,Sat Oct 19 16:33:11 +0000 2019,"UTの裏仕込みの確認ってどうやったらできるんですか？
#FIFA20 #FUT","How I can When do I check the back charge of UT?
# FIFA20 #FUT"
PIEMONTECALCIOj,,Sat Oct 19 16:33:32 +0000 2019,今期のサードユニフォーム‼️#FIFA20 https:\/\/t.co\/6xldNNfLSl,The current fiscal year of the third uniform! ️ # FIFA20 https: \ / \ / t.co \ / 6xldNNfLSl
bheagalapon123,,Sat Oct 19 16:33:39 +0000 2019,FIFA 20 Download PC #Fifa20Download #FIFA20 https:\/\/t.co\/TMNyWFSJrQ,FIFA 20 Download PC #Fifa20Download #FIFA20 https:\/\/t.co\/TMNyWFSJrQ
vidyasagarks2,"Kerala, India",Sat Oct 19 16:33:41 +0000 2019,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…
Keicam1234,,Sat Oct 19 16:33:57 +0000 2019,"RT @plkdyt: Gardzę takimi bandytami, bardzo dobra decyzja sędziego. #FIFA20 https:\/\/t.co\/wkkx7WEHDJ","@Plkdyt RT: I despise such bandits, very good decision of the judge. # FIFA20 https: \ / \ / t.co \ / wkkx7WEHDJ"
futmethods,United Kingdom,Sat Oct 19 16:34:00 +0000 2019,"Simple, quick and profitable #FIFA20 trading method guides here --&gt; https:\/\/t.co\/wDQ9WYwajJ  #FUT #UltimateScream","Simple, quick and profitable #FIFA20 trading method guides here --&gt; https:\/\/t.co\/wDQ9WYwajJ  #FUT #UltimateScream"
mugabi678,"Kampala, Uganda",Sat Oct 19 16:34:12 +0000 2019,"RT @EASPORTSFIFA: There's #NoRoomForRacism in football. @premierleague

The kits will be available in #FIFA20 soon. https:\/\/t.co\/CSpfXXgSpx","RT @EASPORTSFIFA: There's #NoRoomForRacism in football. @premierleague

The kits will be available in #FIFA20 soon. https:\/\/t.co\/CSpfXXgSpx"
Mhndsin,"جدة, المملكة العربية السعودية",Sat Oct 19 16:34:19 +0000 2019,"هدف من السنترة بس على الرايق ..
#فيفا20
#FIFA20 https:\/\/t.co\/IYqA85Ra8w","The goal of Alsntrh But by the Alraig ..
FIFA # 20
# FIFA20 https: \ / \ / t.co \ / IYqA85Ra8w"
ditmolibam,j'ai.les.7.derrière.le.dos.,Sat Oct 19 16:34:41 +0000 2019,ตลกกกก,Funny kg
mad_way2,,Sat Oct 19 16:34:41 +0000 2019,RT @UniqueRiggers: Please put the Scream Cards in the Weekend League Rewards as Player Picks @EASPORTSFIFA #Fifa20 https:\/\/t.co\/0On2uyWPwc,RT @UniqueRiggers: Please put the Scream Cards in the Weekend League Rewards as Player Picks @EASPORTSFIFA #Fifa20 https:\/\/t.co\/0On2uyWPwc
PIEMONTECALCIOj,,Sat Oct 19 16:34:43 +0000 2019,クリスティアーノがFIFA20 の顔に‼️#FIFA20 https:\/\/t.co\/1KPBgHuJBB,Cristiano is in the face of FIFA20! ️ # FIFA20 https: \ / \ / t.co \ / 1KPBgHuJBB
MaryloreDujardi,Belgium,Sat Oct 19 16:34:45 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
gmkgamez,Germany,Sat Oct 19 16:34:48 +0000 2019,Willkommen Fußballgott #FIFA20 https:\/\/t.co\/8GdUqxwJO0,Welcome Fußballgott # FIFA20 https: \ / \ / t.co \ / 8GdUqxwJO0
ngl_esport,,Sat Oct 19 16:34:49 +0000 2019,"Die Liste an hochtalentierten Angreifern ist lang, die gezahlten Ablösesummen hoch. Aber welche Offensivspieler ver… https:\/\/t.co\/USHygfsMc0","The list of highly talented attackers is long, the transfer fees paid high. But which offensive player ver ... https: \ / \ / t.co \ / USHygfsMc0"
SeanFly53484536,,Sat Oct 19 16:34:49 +0000 2019,"I need team advice on my ultimate team 60k (Havertz, Ndombele, POTM Pukki, Sanchez, Lucas, Otw Hernandez untradeabl… https:\/\/t.co\/8XV74fzc7h","I need team advice on my ultimate team 60k (Havertz, Ndombele, POTM Pukki, Sanchez, Lucas, Otw Hernandez untradeabl… https:\/\/t.co\/8XV74fzc7h"
cejtowpotato,Belgium,Sat Oct 19 16:35:03 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
Marcysia_vd,"Sint-Gillis-Waas, België",Sat Oct 19 16:35:17 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
BhaHarvey,,Sat Oct 19 16:35:22 +0000 2019,@_BhafcSam @bhanoah @kingmings40 @olivxrjt @albionnnn #FIFA20,@_BhafcSam @bhanoah @kingmings40 @olivxrjt @albionnnn #FIFA20
ronal_dinho2013,"جدة, المملكة العربية السعودية",Sat Oct 19 16:35:23 +0000 2019,"#Fifa20 LoooooooooL  #PS4share

https:\/\/t.co\/mJbpXJK2xH https:\/\/t.co\/sN9MLmoiwg","# # Fifa20 LoooooooooL PS4share

https: \ / \ / t.co \ / mJbpXJK2xH https: \ / \ / t.co \ / sN9MLmoiwg"
FootSchtroum,,Sat Oct 19 16:36:10 +0000 2019,"RT @Mrbuu13_Ytub: Prêt pour le début de la Série ! #RoadToZidane sur #FIFA20 ⏳

Merci à @NfrLico pour la miniature ❤️ https:\/\/t.co\/AOfsKYH7…","RT @ Mrbuu13_Ytub: Ready for the start of the series! #RoadToZidane # FIFA20 on ⏳

Thank you to @NfrLico for miniature ❤️ https: \ / \ / t.co \ / AOfsKYH7 ..."
Malick227,"Old Trafford, UK",Sat Oct 19 16:36:18 +0000 2019,Lol  #FutChampions #Fifa20 #PS4share https:\/\/t.co\/np177mQevB,Lol  #FutChampions #Fifa20 #PS4share https:\/\/t.co\/np177mQevB
sawcewave,7aradise,Sat Oct 19 16:36:32 +0000 2019,RT @corneliusbirkin: I’ll wear this kit but I’m still calling the mandem niggers on mic https:\/\/t.co\/iP5UUz86pD,RT @corneliusbirkin: I’ll wear this kit but I’m still calling the mandem niggers on mic https:\/\/t.co\/iP5UUz86pD
QD83_Hangloose,"Berlin, Deutschland",Sat Oct 19 16:36:40 +0000 2019,@EAFussball was ist das für eine Scheiße? Die Server sind Müll &amp; #FIFA20 ist nicht vernünftig spielbar! Beim nächst… https:\/\/t.co\/dIs5WD6RAL,@EAFussball was ist das für eine Scheiße? Die Server sind Müll &amp; #FIFA20 ist nicht vernünftig spielbar! Beim nächst… https:\/\/t.co\/dIs5WD6RAL
Kestrel138,NYC,Sat Oct 19 16:37:01 +0000 2019,"RT @EASPORTSFIFA: There's #NoRoomForRacism in football. @premierleague

The kits will be available in #FIFA20 soon. https:\/\/t.co\/CSpfXXgSpx","RT @EASPORTSFIFA: There's #NoRoomForRacism in football. @premierleague

The kits will be available in #FIFA20 soon. https:\/\/t.co\/CSpfXXgSpx"
RetroSolesUK,United Kingdom,Sat Oct 19 16:37:17 +0000 2019,Is it me or is #FIFA20 not all that ?,Is it me or is #FIFA20 not all that ?
VentuBode,"Valeria del Mar, Argentina",Sat Oct 19 16:37:33 +0000 2019,Que hijo de puta jajajajajajaja,Son of a bitch jajajajajajaja
cece_grn,,Sat Oct 19 16:38:05 +0000 2019,"RT @Ceasar_Houry: Et celui la ? #Fifa20 #Futrivals  #Ps4pro #Gaming #Manettedor  #PS4share

https:\/\/t.co\/DGqzAikQ1p https:\/\/t.co\/gHqlHII6X2","RT @Ceasar_Houry: Et celui la ? #Fifa20 #Futrivals  #Ps4pro #Gaming #Manettedor  #PS4share

https:\/\/t.co\/DGqzAikQ1p https:\/\/t.co\/gHqlHII6X2"
pavi_selvi,,Sat Oct 19 16:38:06 +0000 2019,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…
scthii,,Sat Oct 19 16:38:10 +0000 2019,RT @EIiteMartiaI: I’ll be wearing this kit proudly while calling half my players n****** when I’m 3-0 down https:\/\/t.co\/WlTq9FrGlu,RT @EIiteMartiaI: I’ll be wearing this kit proudly while calling half my players n****** when I’m 3-0 down https:\/\/t.co\/WlTq9FrGlu
cece_grn,,Sat Oct 19 16:38:11 +0000 2019,"RT @SuperYou57: @PlayStationFCFR Kikiiiii #MANETTEDOR #FIFA20

https:\/\/t.co\/u3ENkmhmE3 https:\/\/t.co\/hXk7t7a6NS","RT @SuperYou57: @PlayStationFCFR Kikiiiii #MANETTEDOR #FIFA20

https:\/\/t.co\/u3ENkmhmE3 https:\/\/t.co\/hXk7t7a6NS"
kokezz14,Essex,Sat Oct 19 16:38:11 +0000 2019,"RT @EASPORTSFIFA: There's #NoRoomForRacism in football. @premierleague

The kits will be available in #FIFA20 soon. https:\/\/t.co\/CSpfXXgSpx","RT @EASPORTSFIFA: There's #NoRoomForRacism in football. @premierleague

The kits will be available in #FIFA20 soon. https:\/\/t.co\/CSpfXXgSpx"
cece_grn,,Sat Oct 19 16:38:18 +0000 2019,RT @IMFIFA01: But #MANETTEDOR 1RT = 1 VOTE #FUTCHAMPION #FIFA20 #FUT20 #FUT #follow #pack #video #RT #RIVALS #Top #PS4share #like https:\/\/t…,RT @IMFIFA01: But #MANETTEDOR 1RT = 1 VOTE #FUTCHAMPION #FIFA20 #FUT20 #FUT #follow #pack #video #RT #RIVALS #Top #PS4share #like https:\/\/t…
KvP_010,"Rotterdam, Nederland",Sat Oct 19 16:38:21 +0000 2019,"@FIFAUTeam does someone know how to complete the silver week 
4 objective score 4 in any mode as i tried everything… https:\/\/t.co\/cwyXzot2BM","@FIFAUTeam does someone know how to complete the silver week 
4 objective score 4 in any mode as i tried everything… https:\/\/t.co\/cwyXzot2BM"
Matty2094,Cagliari,Sat Oct 19 16:38:32 +0000 2019,"E chi poteva prenderlo un goal da coglione? #Fifa20  #PS4share

https:\/\/t.co\/ObeeOjc7Mg https:\/\/t.co\/SaQccCrxZB","And who could take it a goal to jerk? # # Fifa20 PS4share

https: \ / \ / t.co \ / ObeeOjc7Mg https: \ / \ / t.co \ / SaQccCrxZB"
Nari_vvV,,Sat Oct 19 16:38:38 +0000 2019,"やっぱりコウチーニョなのよ　＃FIFA20

https:\/\/t.co\/MZPAkYDchX https:\/\/t.co\/zklKxA6bcf","After all gonna such Coutinho # FIFA20

https: \ / \ / t.co \ / MZPAkYDchX https: \ / \ / t.co \ / zklKxA6bcf"
2007killa,Canada,Sat Oct 19 16:38:56 +0000 2019,FIFA 20- Ultimate Team: Division Rivals (Wessam 91 JUVE) #159 https:\/\/t.co\/TcW5IwZx7r via @YouTube #FUT20 #FIFA20,FIFA 20- Ultimate Team: Division Rivals (Wessam 91 JUVE) #159 https:\/\/t.co\/TcW5IwZx7r via @YouTube #FUT20 #FIFA20
soL50fut,,Sat Oct 19 16:39:26 +0000 2019,"久々に歩いてきた
#fifa20 https:\/\/t.co\/F7HZppBQmd","I walked in after a long time
# Fifa20 https: \ / \ / t.co \ / F7HZppBQmd"
NahuuCarp26,"Jujuy, Argentina",Sat Oct 19 16:39:33 +0000 2019,Yo hablo al fichar jugadores ya sea en sobre o comprando. El gameplay de pes va ser 1 millón de veces mejor que de… https:\/\/t.co\/6pjRkrhipf,I speak to sign players either on or buying. The gameplay of PES will be 1 million times better than ... https: \ / \ / t.co \ / 6pjRkrhipf
Isashi_Matsui,Somewhere in Japan,Sat Oct 19 16:40:08 +0000 2019,FIFA20監督キャリア2019 オランダ杯ベスト16アヤックス対デン・ハーグ。ヨハン・クライフ・アレナでのゲームのマッチプレビュー。※関連動画は現在アップロード中の「FIFA20監督キャリア2019 Chapter 28：アヤッ… https:\/\/t.co\/ruHVhkkzsj,"FIFA20 Director Carrier 2019 Dutch Cup last 16 Ajax vs. Den Haag. Game match preview of in Johan Cruyff Arena. ※ related videos are currently being uploaded ""FIFA20 supervision carriers 2019 Chapter 28: Aya' ... https: \ / \ / t.co \ / ruHVhkkzsj"
emilearslijder,,Sat Oct 19 16:40:18 +0000 2019,"RT @_______Arthur: Naar jaarlijkse traditie heb ik een deal met @Coolblue_BE. Bij 2314 retweets krijg ik van hun FIFA20. Let's go!

rt = al…","RT @_______Arthur: every year, I have a deal with @Coolblue_BE. In 2314 retweets I get their FIFA20. Let's go!

rt = al ..."
Natane_4,"Savoie, France",Sat Oct 19 16:40:21 +0000 2019,"RT @Abdoulaye_Sarr: Première fois de ma vie que je pack une icône ! &lt;3 #FIFA20

https:\/\/t.co\/U33vLRmkgg https:\/\/t.co\/G9FNrYQmsY",
Team_JTA,,Sat Oct 19 16:40:38 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
rodrigohs98,,Sat Oct 19 16:40:45 +0000 2019,"RT @exoticfut_: What if for each promo, EA changed up the background of the menu screens to fit the style of the promotion!
This is just a…","RT @exoticfut_: What if for each promo, EA changed up the background of the menu screens to fit the style of the promotion!
This is just a…"
Bonache85,Puente Tocinos,Sat Oct 19 16:40:47 +0000 2019,"Fifa 20: DCP Scream Navas #fifa20 #FUT #SBC #DCP #ultimatescream  #PS4share
https:\/\/t.co\/tVhslnnrgn","Fifa 20: DCP Scream Navas #fifa20 #FUT #SBC #DCP #ultimatescream  #PS4share
https:\/\/t.co\/tVhslnnrgn"
MuizMasri,Ipoh ✈ Manjung,Sat Oct 19 16:40:59 +0000 2019,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy,RT @JesseLingard: No room for racism. Show your support in #FIFA20. @EASPORTSFIFA @premierleague https:\/\/t.co\/E3diKGejEy
jacksking_85,,Sat Oct 19 16:41:04 +0000 2019,"Another million week, with more special cards available it will be easier day by day.

#FIFA20 #fut https:\/\/t.co\/ep8AJUPUfM","Another million week, with more special cards available it will be easier day by day.

#FIFA20 #fut https:\/\/t.co\/ep8AJUPUfM"
DorianEtienne2,,Sat Oct 19 16:41:14 +0000 2019,"Au tour des hors jeux inexistants !
#FIFA20
@EA_FIFA_France
@EASPORTSFIFA https:\/\/t.co\/F3eBitFKxr","Turn off nonexistent games!
# FIFA20
@EA_FIFA_France
@EASPORTSFIFA https: \ / \ / t.co \ / F3eBitFKxr"
i9ibbs,"Dallas, TX",Sat Oct 19 16:41:16 +0000 2019,"I didn't think I had to say this but I guess I do: Lucas Moura should not beat 88 Vieira, Hernandez, and Lenglet fo… https:\/\/t.co\/GbO4BjBYJh","I didn't think I had to say this but I guess I do: Lucas Moura should not beat 88 Vieira, Hernandez, and Lenglet fo… https:\/\/t.co\/GbO4BjBYJh"
CamCFC_,,Sat Oct 19 16:41:19 +0000 2019,RT @Itshaber: 1 on 1s NEED to be fixed.. @tomcaleffi #Fifa20 https:\/\/t.co\/qHwhBCnzs6,RT @Itshaber: 1 on 1s NEED to be fixed.. @tomcaleffi #Fifa20 https:\/\/t.co\/qHwhBCnzs6
VrtexDE,Europe,Sat Oct 19 16:41:22 +0000 2019,RT @VrtexFIFA: #SayNoToRacism #FIFA20 https:\/\/t.co\/gV0mllPBEV,RT @VrtexFIFA: #SayNoToRacism #FIFA20 https:\/\/t.co\/gV0mllPBEV
N8THlNG,.,Sat Oct 19 16:41:23 +0000 2019,"RT @EASPORTSFIFA: There's #NoRoomForRacism in football. @premierleague

The kits will be available in #FIFA20 soon. https:\/\/t.co\/CSpfXXgSpx","RT @EASPORTSFIFA: There's #NoRoomForRacism in football. @premierleague

The kits will be available in #FIFA20 soon. https:\/\/t.co\/CSpfXXgSpx"
MadheshMSV568,,Sat Oct 19 16:41:23 +0000 2019,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…
lfv_noa,,Sat Oct 19 16:41:24 +0000 2019,Fifa20 me soule déjà ...,Fifa20 Soule me already ...
Ku122U,steamゲーム色々,Sat Oct 19 16:41:30 +0000 2019,FIFA20で初めてFK決まった最高,The best that was decided for the first time FK in FIFA20
tattooink212,,Sat Oct 19 16:42:29 +0000 2019,"RT @NepentheZ: Incredible to see FIFA 20 dominating the Gaming page on trending! #FIFA20 

w\/ @aa9skillz @Castro1021 @AJ3 https:\/\/t.co\/9Afg…","RT @NepentheZ: Incredible to see FIFA 20 dominating the Gaming page on trending! #FIFA20 

w\/ @aa9skillz @Castro1021 @AJ3 https:\/\/t.co\/9Afg…"
GamingLiveFR,France,Sat Oct 19 16:42:45 +0000 2019,"RT @DorianEtienne2: Au tour des hors jeux inexistants !
#FIFA20
@EA_FIFA_France
@EASPORTSFIFA https:\/\/t.co\/F3eBitFKxr","RT @ DorianEtienne2: To turn off non-existent games!
# FIFA20
@EA_FIFA_France
@EASPORTSFIFA https: \ / \ / t.co \ / F3eBitFKxr"
BuzzWallCollabo,日本 東京,Sat Oct 19 16:42:52 +0000 2019,【FIFA20 実況】コラボ放送！【初見&amp;常連さんよろしくお願いいたします】 https:\/\/t.co\/vN19Vt3IQV,
Isashi_Matsui,Somewhere in Japan,Sat Oct 19 16:42:56 +0000 2019,FIFA20監督キャリア2019 オランダ杯ベスト16アヤックス対デン・ハーグ。試合前にアヤックスの松井監督が提出したスターターとサブのスカッド編成である。国内カップ戦は出場機会の少ないサブとリザーブを起用する方針によりメンバーを… https:\/\/t.co\/Dufvwg0fdg,FIFA20 Director Carrier 2019 Dutch Cup last 16 Ajax vs. Den Haag. The match is a starter and sub Scud organization Matsui director of Ajax has been submitted before. Japan Cup is a member by the policy of appointing a little sub and a reserve of participation opportunity ... https: \ / \ / t.co \ / Dufvwg0fdg
judson1998,Tamilnadu,Sat Oct 19 16:42:56 +0000 2019,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…,RT @skyesportsindia: This made our weekend complete. We wanted to showcase our women's #FIFA skills. Here they are. Super proud of you girl…
DBSW1987,"Marseille, France",Sat Oct 19 16:42:58 +0000 2019,"#FIFA20 
Comment vous expliquez que je gagnais 4-3 à la 110e minute, et que le mec me gagnait 5-4 à la 113e ?","# FIFA20
How do you explain that I was winning 4-3 in the 110th minute, the guy won me 5-4 in the 113th?"
Boo271004,"Norfolk, MA",Sat Oct 19 16:42:58 +0000 2019,"FIFA 20 WL!!!!!! MLS PLAYOFFS!!!!!!giveaway !sub https:\/\/t.co\/esChgQmVBw

- WL GAMES
- RAGE
- MLS PALYOFFS
-… https:\/\/t.co\/LNBpWTrF6J","FIFA 20 WL!!!!!! MLS PLAYOFFS!!!!!!giveaway !sub https:\/\/t.co\/esChgQmVBw

- WL GAMES
- RAGE
- MLS PALYOFFS
-… https:\/\/t.co\/LNBpWTrF6J"
Wick1337tv,"Hamburg, Deutschland",Sat Oct 19 16:42:59 +0000 2019,I Follow Everyone Who Follows Me #LetsGrow #TwitchTVGaming #SmallStreamersConnect #F4F #FUT #PS4live #FIFA20 live at https:\/\/t.co\/rrcViMwVAn,I Follow Everyone Who Follows Me #LetsGrow #TwitchTVGaming #SmallStreamersConnect #F4F #FUT #PS4live #FIFA20 live at https:\/\/t.co\/rrcViMwVAn
SmallStreamersR,Smallville,Sat Oct 19 16:43:05 +0000 2019,RT @Wick1337tv: I Follow Everyone Who Follows Me #LetsGrow #TwitchTVGaming #SmallStreamersConnect #F4F #FUT #PS4live #FIFA20 live at https:…,RT @Wick1337tv: I Follow Everyone Who Follows Me #LetsGrow #TwitchTVGaming #SmallStreamersConnect #F4F #FUT #PS4live #FIFA20 live at https:…
e2vvl,استشاري نفسي,Sat Oct 19 16:43:20 +0000 2019,نفسيتي ونا اتصقع من اللي يسوى واللي مايسوى #FIFA20 https:\/\/t.co\/Vvr6cCpjNy,Luna from my psyche Atsqa who settled and who Maysoy # FIFA20 https: \ / \ / t.co \ / Vvr6cCpjNy
Isashi_Matsui,Somewhere in Japan,Sat Oct 19 16:43:49 +0000 2019,アヤックスのフォーメーション。松井監督がFIFA20で新たに開発した攻撃的な4-3-3を改造した独創の3-4-3ダイアモンド「LiberoPivote VOLTA」を採用する。トップ下の攻撃的MFがフォルス9CF、最後尾のリベロS… https:\/\/t.co\/rjGydzHegZ,"Formation of Ajax. Matsui director to adopt a ""LiberoPivote VOLTA"" 3-4-3 diamond of the newly remodeled aggressive 4-3-3 developed originality in FIFA20. Aggressive MF is false 9CF under the top, the tail end of the libero S ... https: \ / \ / t.co \ / rjGydzHegZ"
KoviksFc,"Valencia, España",Sat Oct 19 16:44:28 +0000 2019,Si hago esto me quedo MAMADÍSIMOz,If I do this I stay MAMADÍSIMOz
camiloc63660080,,Sat Oct 19 16:44:35 +0000 2019,"RT @_FUTFans_: Voy a hacer un pequeño hilo para comentar 3 grandes errores de #FIFA20, que me parecen clave en la resolución de situaciones…","@_FUTFans_ RT: I'll make a small comment thread 3 large errors # FIFA20, which seem to me key in resolving situations ..."
